block_number,transaction_hash,transaction_index,from_address,to_address,value,input,output,trace_type,call_type,reward_type,gas,gas_used,subtraces,trace_address,error,status,trace_id
11565103,0x4792edd4f2118c9f59f3765a777cc08faa5fd5e82300e5d89b3f737076d87bbf,4,0x61fd0d043d519f5a2bd05785000f30db96809429,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,0x18cbafe50000000000000000000000000000000000000000000004b9562249f7cf3560000000000000000000000000000000000000000000000000002e337f19ce704f6e00000000000000000000000000000000000000000000000000000000000000a000000000000000000000000061fd0d043d519f5a2bd05785000f30db96809429000000000000000000000000000000000000000000000000000000005fee6e9500000000000000000000000000000000000000000000000000000000000000020000000000000000000000006c5ba91642f10282b576d91922ae6448c9d52f4e000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,call,call,,147445,,1,,Reverted,0,call_0x4792edd4f2118c9f59f3765a777cc08faa5fd5e82300e5d89b3f737076d87bbf_
11565103,0x4792edd4f2118c9f59f3765a777cc08faa5fd5e82300e5d89b3f737076d87bbf,4,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x8867f20c1c63baccec7617626254a060eeb0e61e,0,0x0902f1ac,0x0000000000000000000000000000000000000000000087017e527ae9be11fd5e00000000000000000000000000000000000000000000000543e53049fd36d3c5000000000000000000000000000000000000000000000000000000005fee6a08,call,staticcall,,141646,1204,0,0,,0,call_0x4792edd4f2118c9f59f3765a777cc08faa5fd5e82300e5d89b3f737076d87bbf_0
11565103,0xd4bac2674364f2563304dc4dcacc3a87dc1d1f40ead8a92911a7cb4d45bd077a,5,0xc47aa6090addf1a85676aae280824b720af4cdc3,0xecada5efb9ab8b520efa8f00bbf3d42f49be6cec,0,0x5e5f4462e1696da38cfc997a82252167ac25a16580d9730353eb1b9f0c6bbf0e4c82c4d034f780f9e863809bfa700649ae40dc89c73861e0072f9208b85b9e70e6ef5d8c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000064,,call,call,,177376,,4,,Reverted,0,call_0xd4bac2674364f2563304dc4dcacc3a87dc1d1f40ead8a92911a7cb4d45bd077a_
11565103,0xd4bac2674364f2563304dc4dcacc3a87dc1d1f40ead8a92911a7cb4d45bd077a,5,0xecada5efb9ab8b520efa8f00bbf3d42f49be6cec,0x95cc0c3f46ae97b959d5ffa02f0881c1994ee39d,0,0x3af32abf000000000000000000000000c47aa6090addf1a85676aae280824b720af4cdc3,0x0000000000000000000000000000000000000000000000000000000000000001,call,staticcall,,171954,1132,0,0,,0,call_0xd4bac2674364f2563304dc4dcacc3a87dc1d1f40ead8a92911a7cb4d45bd077a_0
11565103,0xd4bac2674364f2563304dc4dcacc3a87dc1d1f40ead8a92911a7cb4d45bd077a,5,0xecada5efb9ab8b520efa8f00bbf3d42f49be6cec,0x1c14052e535f47e041091d8de61f352cfd0d37c7,0,0x155bf4e2e1696da38cfc997a82252167ac25a16580d9730353eb1b9f0c6bbf0e4c82c4d0,0x0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,call,staticcall,,168435,1123,0,1,,0,call_0xd4bac2674364f2563304dc4dcacc3a87dc1d1f40ead8a92911a7cb4d45bd077a_1
11565103,0xd4bac2674364f2563304dc4dcacc3a87dc1d1f40ead8a92911a7cb4d45bd077a,5,0xecada5efb9ab8b520efa8f00bbf3d42f49be6cec,0x1c14052e535f47e041091d8de61f352cfd0d37c7,0,0x155bf4e234f780f9e863809bfa700649ae40dc89c73861e0072f9208b85b9e70e6ef5d8c,0x000000000000000000000000ae17f4f5ca32f77ea8e3786db7c0b2fe877ac176,call,staticcall,,164922,1123,0,2,,0,call_0xd4bac2674364f2563304dc4dcacc3a87dc1d1f40ead8a92911a7cb4d45bd077a_2
11565103,0xd4bac2674364f2563304dc4dcacc3a87dc1d1f40ead8a92911a7cb4d45bd077a,5,0xecada5efb9ab8b520efa8f00bbf3d42f49be6cec,0xae17f4f5ca32f77ea8e3786db7c0b2fe877ac176,0,0x70a08231000000000000000000000000ecada5efb9ab8b520efa8f00bbf3d42f49be6cec,0x0000000000000000000000000000000000000000000000000000000000000000,call,staticcall,,162160,1241,0,3,,0,call_0xd4bac2674364f2563304dc4dcacc3a87dc1d1f40ead8a92911a7cb4d45bd077a_3
11565103,0x7e319661e3cdccf16eead90fdd688098acd1cba8bd1feec2585a16e15ff950be,6,0xda516b0453e8831fa5d8478222645555fdcbd416,0xbbd3c0c794f40c4f993b03f65343acc6fcfcb2e2,0,0x41fe00a0,0x,call,call,,28639,12029,1,,,1,call_0x7e319661e3cdccf16eead90fdd688098acd1cba8bd1feec2585a16e15ff950be_
11565103,0x7e319661e3cdccf16eead90fdd688098acd1cba8bd1feec2585a16e15ff950be,6,0xbbd3c0c794f40c4f993b03f65343acc6fcfcb2e2,0xf6d5137cfa2c5f23530a0fce66056b12b985554d,0,0x41fe00a0,0x,call,delegatecall,,24771,8466,0,0,,1,call_0x7e319661e3cdccf16eead90fdd688098acd1cba8bd1feec2585a16e15ff950be_0
11565103,0x13be0caefc5b2e85868545be37e3e4a0131453aebb17c22c86fc6302d1ad5842,7,0xd551234ae421e3bcba99a0da6d736074f22192ff,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0xa9059cbb000000000000000000000000e635344ebe57dc1e7bca7e4e6f84c4c0baa73df2000000000000000000000000000000000000000000000000000000034c023c97,0x,call,call,,185508,34601,0,,,1,call_0x13be0caefc5b2e85868545be37e3e4a0131453aebb17c22c86fc6302d1ad5842_
11565103,0x78cab6003fda69bfa686411b8cfb474997ed721eb208f3bb3c5523f57f4825f4,8,0xd551234ae421e3bcba99a0da6d736074f22192ff,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0xa9059cbb000000000000000000000000592fc10e25e46f801ae821536573d8a3088729cc00000000000000000000000000000000000000000000000000000009e7765e80,0x,call,call,,185508,34601,0,,,1,call_0x78cab6003fda69bfa686411b8cfb474997ed721eb208f3bb3c5523f57f4825f4_
11565103,0xed61ed05c97899546daeca9f7e6379a6d4032ed61fbec9ff6e8015d3568823a1,9,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,0x111111111117dc0aa78b770fa6a738034120c302,0,0xa9059cbb000000000000000000000000579d0b20609414db74d81b293900470f6d6f035b000000000000000000000000000000000000000000000034f820100ca1ef0000,0x0000000000000000000000000000000000000000000000000000000000000001,call,call,,185496,14474,0,,,1,call_0xed61ed05c97899546daeca9f7e6379a6d4032ed61fbec9ff6e8015d3568823a1_
11565103,0xee752d582e408870f4d9d47ca0a98c41ecc5aa2e5ef45ebc9822c20f38955124,10,0x564286362092d8e7936f0549571a803b203aaced,0xc9f998e37676d2b6101fc80755e0f49dfecb6885,1.07329E+018,0x,0x,call,call,,0,0,0,,,1,call_0xee752d582e408870f4d9d47ca0a98c41ecc5aa2e5ef45ebc9822c20f38955124_
11565103,0x53f9b8081ab707d1efd03f806b7c45ff91421e2f06a8c8ff2ff62db9c12e1e90,11,0x564286362092d8e7936f0549571a803b203aaced,0x2e724c526411ba57d841afe0b7739148c37c6aa8,4.5189E+017,0x,0x,call,call,,0,0,0,,,1,call_0x53f9b8081ab707d1efd03f806b7c45ff91421e2f06a8c8ff2ff62db9c12e1e90_
11565103,0x847d3e0c34d5d37579ba5b6776d4acba42b311ce72e3abbdb6e3b68efa7eddc8,12,0x564286362092d8e7936f0549571a803b203aaced,0xc3bbf90d11ba1c7113cb9c860d7412a8908c0b17,1.2237436E+017,0x,0x,call,call,,0,0,0,,,1,call_0x847d3e0c34d5d37579ba5b6776d4acba42b311ce72e3abbdb6e3b68efa7eddc8_
11565103,0x5c785bbb1a8ecd67764ca658af314a034d11180ad4dce1d07e9e34220b1db416,13,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,0xb7be9f4ec9c571b1421c0cea717151c5e687842d,1.90119108E+018,0x,0x,call,call,,0,0,0,,,1,call_0x5c785bbb1a8ecd67764ca658af314a034d11180ad4dce1d07e9e34220b1db416_
11565103,0xe68e7a039f09e67746080ec60bc3573d08c442ed91ba3c37b3e47cf166096bd5,14,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x22679ac0ad8f9b137ba2d9ddf733b1d658f99972,6.2895E+016,0x,0x,call,call,,12545,12545,1,,,1,call_0xe68e7a039f09e67746080ec60bc3573d08c442ed91ba3c37b3e47cf166096bd5_
11565103,0xe68e7a039f09e67746080ec60bc3573d08c442ed91ba3c37b3e47cf166096bd5,14,0x22679ac0ad8f9b137ba2d9ddf733b1d658f99972,0xb5e2d774c4672aa4297272f62d61e8a041175cb5,6.2895E+016,0x,0x,call,call,,4102,2083,0,0,,1,call_0xe68e7a039f09e67746080ec60bc3573d08c442ed91ba3c37b3e47cf166096bd5_0
11565103,0x689c6e55f472483549ab31088ecf1bcde005e2fed23186a1c354a2ab63271ee4,15,0xa4a0f37031be58a66a8c17185b9a3f1c0634e192,0x8d35a457e612855fed6e2371ff76120941c1c34b,1.2887491E+017,0x0000000000000000006e2e65786368616e6765206f72646572204f435a41434a,0x,call,call,,18596,0,0,,,1,call_0x689c6e55f472483549ab31088ecf1bcde005e2fed23186a1c354a2ab63271ee4_
11565103,0x7973c4915a3cc4fd71efa86cd9e748d5b43a751f1d61e4fb5e7f6c861f01127c,16,0xe9947f9d6137be1efc8525384c49e964aeb4bcd9,0x8e861153324024a2f3b26912b498f0c531830198,0,0x3d18b912,0x,call,call,,141576,83125,1,,,1,call_0x7973c4915a3cc4fd71efa86cd9e748d5b43a751f1d61e4fb5e7f6c861f01127c_
11565103,0x7973c4915a3cc4fd71efa86cd9e748d5b43a751f1d61e4fb5e7f6c861f01127c,16,0x8e861153324024a2f3b26912b498f0c531830198,0x368b3a58b5f49392e5c9e4c998cb0bb966752e51,0,0xa9059cbb000000000000000000000000e9947f9d6137be1efc8525384c49e964aeb4bcd9000000000000000000000000000000000000000000000000b5333b6daf2a6851,0x0000000000000000000000000000000000000000000000000000000000000001,call,call,,73832,14707,0,0,,1,call_0x7973c4915a3cc4fd71efa86cd9e748d5b43a751f1d61e4fb5e7f6c861f01127c_0
11565103,0xee750d42d9eabe602fbde7d78c7643f03bdd453f1b25d02b9128a1c47bb6bc84,17,0x79c0f41a9f1b9c40747879358be2b137b0cb1547,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,0x38ed1739000000000000000000000000000000000000000000000004615343e73b900000000000000000000000000000000000000000000000000d00939c2b2f20bbe81000000000000000000000000000000000000000000000000000000000000000a000000000000000000000000079c0f41a9f1b9c40747879358be2b137b0cb1547000000000000000000000000000000000000000000000000000000005fee6a2b0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000a7ed29b253d8b4e3109ce07c80fc570f81b636960000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,,call,call,,105719,,1,,Reverted,0,call_0xee750d42d9eabe602fbde7d78c7643f03bdd453f1b25d02b9128a1c47bb6bc84_
11565103,0xee750d42d9eabe602fbde7d78c7643f03bdd453f1b25d02b9128a1c47bb6bc84,17,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x0379da7a5895d13037b6937b109fa8607a659adf,0,0x0902f1ac,0x00000000000000000000000000000000000000000002f41e943d9a14bd83dde10000000000000000000000000000000000000000000000f9a8eb8bdb7d593b7b000000000000000000000000000000000000000000000000000000005fee6a08,call,staticcall,,100647,1204,0,0,,0,call_0xee750d42d9eabe602fbde7d78c7643f03bdd453f1b25d02b9128a1c47bb6bc84_0
11565103,0x42122d9d52785ecf335fc2cab747b0bb27e1aeab61009639600b6e7054d36675,18,0xb7b427867130bd180845c616b513f0705114c812,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0xa9059cbb000000000000000000000000cb5225002545daf8d03ac62d3160fbe6edd786a60000000000000000000000000000000000000000000000000000000007bb3d8c,0x,call,call,,51413,34601,0,,,1,call_0x42122d9d52785ecf335fc2cab747b0bb27e1aeab61009639600b6e7054d36675_
11565103,0xb8c4325a2d26943a70a42e329d4dfcece535b5d468feddf9cc052d39c09bc518,19,0x0d658c061ae84a34e0712a8440864fa4b5544288,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0xa9059cbb000000000000000000000000550625b5c7e97981336aeeaa3c0c1dfe30572eb300000000000000000000000000000000000000000000000000000000d60b732f,0x,call,call,,38392,19601,0,,,1,call_0xb8c4325a2d26943a70a42e329d4dfcece535b5d468feddf9cc052d39c09bc518_
11565103,0xb25b7eaa9547d0321ee465b1e871db69cb21b362413baffd5031fe4bb6dfd29b,20,0xddd6aa78c3fda8afa10572210bc0af2a20461f37,0xddd6aa78c3fda8afa10572210bc0af2a20461f37,0,0x,0x,call,call,,379000,0,0,,,1,call_0xb25b7eaa9547d0321ee465b1e871db69cb21b362413baffd5031fe4bb6dfd29b_
