,block_number,from_address,to_address,isERC20
35323976,11258659,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x33955baf19507b06b5ae8dd029dfcda826e16696,False
33533954,11116936,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xe4ccf50ca3ab916cea0591be0e758f7e101ea61b,False
40673309,12317145,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0x74bbfb38299bafb09f754f09fd659ffb576e1e78,True
32525222,11040605,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x1dbef3d8b5202bd4b54781b9ed12d3976938de0e,False
31436966,10934714,0x000000000000006f6502b7f2bbac8c30a3f67e9a,0x8eb0f2283247a4ac365024137f3b31e0643dfec1,False
44020855,12624455,0x1522900b6dafac587d499a862861c0869be6e428,0x3ef24645a5d10389d7b12dc2dd3f28f35201cf9e,False
12558169,7098551,0xbf0c5d82748ed81b5794e59055725579911e3e4e,0xb21a7a2e5686e1c7ad961732da41fd573804fe77,False
36062700,11352271,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x32a5e47f2b8865ad6cd8a369b37de721795086ed,False
10439500,6832834,0x4f01001cf69785d4c37f03fd87398849411ccbba,0x6196cd67686aab48e2123862ca3a6e8916858985,False
41558397,12467082,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x89030b33c9e562b2b0afabfedc1d310b309286fc,False
21687483,9458220,0x0000000000b3f879cb30fe243b4dfee438691c04,0xe2cddd9522d0a5063834feb4fd5fc0991548f63b,False
28066695,10447450,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xcc829efc53c219ccc1c6986ddda77976292ee25e,False
35773633,11345916,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xf879a5e1a4572b0f65acfd1d1ac91034413d4f6a,False
21021924,9283514,0x0000000000b3f879cb30fe243b4dfee438691c04,0xb597fad85367a450ded287d2afa9af5d71a41e10,False
24387570,9802384,0x0000000000b3f879cb30fe243b4dfee438691c04,0x27bec78b1dd0f9c62727b92db63bdd0361c0e976,False
27472025,10399735,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x308bc3d2447b5167e2887c033173186773d1c559,False
3641211,4790191,0x0000000000b3f879cb30fe243b4dfee438691c04,0x20593c18dfd42c0d61f70d42c6201649d9632376,False
34627666,11214746,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xc952260c58182b41d21a583f13c6627f2c1b4f69,False
14870869,7607652,0x0000000000b3f879cb30fe243b4dfee438691c04,0x2122e6853d47df7655a7afb7a55f637347c3c366,False
31164062,10897817,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x5518e9d991c18b707017c50639c03c5537a2df73,False
44347063,12655714,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x653aa9b0d0110f90f51a15772acd05e56ee2d7de,False
35347644,11259390,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xe05e5abd64c4182b50f4c1354059dfd85661ca41,False
27843708,10434631,0x0000000000b3f879cb30fe243b4dfee438691c04,0xd7b77f5370a459888d51d5d495aac8332fa42d7e,False
38699345,11961847,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xffcc39b0fbac7e98e7f46e982d5a20e5e6daa8ef,False
22609323,9629534,0x0000000000b3f879cb30fe243b4dfee438691c04,0xc2ec12b5087576cb47f406df238614e910e83c54,False
44113560,12630647,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x0c6035423b8be50b66030466fe60548ab2f05958,False
22951516,9671908,0x0000000000b3f879cb30fe243b4dfee438691c04,0xf73400f26524b1684788235a21049b6d2a316703,False
32916684,11072204,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x774ba8f0b50527f714bf2d473fa3acf644a2a7f2,False
41771219,12488759,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x561492f7a0aad4a7669c51a2b84cbd41d9b89ef3,False
28482173,10573521,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xf6ec203cd51a015cd286c22845af1ace4f7f3f54,True
26424285,10229599,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x2558cf9a279d246592d628628570eca561c4e26b,False
33056773,11076486,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x27cee3a039cb37276b12e232370a3ff50b4528aa,False
25447922,9989513,0x0000000000b3f879cb30fe243b4dfee438691c04,0x92a4ddb239e90768e91dee0a2fe6469f4fa2dee8,False
31993418,10989658,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xd81792c4aa4e9429ebe3c245b7c1018518653fa0,False
29232816,10662880,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xd1d096bdabbe63cc6e822a427a86f6c41458cfae,False
29188084,10660244,0x0000000000b3f879cb30fe243b4dfee438691c04,0x6294c4776776641c5da0763dba173046005a24eb,False
25935505,10148290,0x0000000000b3f879cb30fe243b4dfee438691c04,0xabdaac0c6998c527ce49d64762665892655752e7,False
7362577,6241955,0xa5409ec958c83c3f309868babaca7c86dcb077c1,0x4d574023a53e4c9f3f4ee39d182b150369663211,False
34301891,11185554,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xc374445621574fc63afa502f31c24a421ca8c945,False
37920960,11805824,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0x1495d9d96ca3581c4a0f90ba280a7a00eebebd1c,False
42652371,12547752,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xc40f9d11549a853b2393417adcef206882a8201b,False
29597775,10687290,0xf6874c88757721a02f47592140905c4336dfbc61,0xb3f4503536b7ce6508722157dc159355e05d134c,False
22977367,9672516,0x0000000000b3f879cb30fe243b4dfee438691c04,0x53d9a3e50641bf6aae2c7fdaf3b5aee989fd7222,False
18004866,8482588,0x131a99859a8bfa3251d899f0675607766736ffae,0xea01a3ede0238a82bb0b881031be7010cce2100e,False
36657850,11442591,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0x20768d6723b413b19f875cd7eaa854fd7409b635,False
37127122,11605148,0xa24787320ede4cc19d800bf87b41ab9539c4da9d,0x038cd62e08ff745fb8a8473dd40ca8b8a8443491,False
26316616,10209494,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x986c683a7a505fe1170900da54ae5eed08fab782,False
19322250,8848834,0x0000000000b3f879cb30fe243b4dfee438691c04,0x588f02f7b73d9db7d667b15cacaaa57b15363857,False
23142482,9679165,0x0000000000b3f879cb30fe243b4dfee438691c04,0xa7e59da026cdd620dc776d2ab47dadda9a714967,False
29077921,10650145,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x40098cb38345d9f95b244eeeaead995f3e9e4234,False
46326987,12925047,0xbf0c5d82748ed81b5794e59055725579911e3e4e,0x5b8b7e2cb0f9099a0b972065901b79797973fa84,False
32964502,11074876,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x9b02e7792e775f49ef63e5f2dfc24687a0cada52,False
43234482,12579371,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x0d1d494bb68c49b72566f80923a52b9344f1f667,False
33397764,11095563,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x4cb6b4c15f33c39bef2caac1afd1f095a069324e,False
6960271,5985968,0x131a99859a8bfa3251d899f0675607766736ffae,0xdcd2f553f7565c946b07d3cf57bca8f311151e91,False
5554917,5255935,0x131a99859a8bfa3251d899f0675607766736ffae,0xbebe5d4447f57c9548d660d89efcc6355031bc71,False
42097470,12514654,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xe62b227af4aa81c30c668f6bca7ff3596560b61d,False
17827508,8375296,0x0000000000b3f879cb30fe243b4dfee438691c04,0x26c09d1176d39f2a0b6613723cb75d675a502933,False
27166089,10371660,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x1700c518957cede571da0a609644eac5e2db59bd,False
3280601,4725394,0x0000000000b3f879cb30fe243b4dfee438691c04,0xf8456659f35c2f3440e442602e284540f7c97611,False
42177563,12521845,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x2ab80ac4d7f11f7f9989e17a2ccfebd889f98b11,False
39691703,12210122,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x803c5bc6ca5591944f27ef6094adf7b95da75c69,False
22329437,9585710,0x0000000000b3f879cb30fe243b4dfee438691c04,0xd0ded763c6ae126d3484bd08364505f463a6e723,False
33843486,11128187,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xbd08fd9c8128b2fda0928e5021ddd371905552f6,False
28755084,10595108,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xea6980d101c8cdfbdf426fb4a552bca3b3543068,False
20058607,9110888,0x0000000000b3f879cb30fe243b4dfee438691c04,0xf435090de56d7e0396150dad83f9cabbb080d904,False
40769081,12327942,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x646befe43d17662e74866a327cf7043142181f41,False
43385922,12585499,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x2a6040336f0a07ec6cdf955fb19e61e2108ed2be,False
1929996,4314947,0x0000000000b3f879cb30fe243b4dfee438691c04,0x1164309c45544f676ec4df517105c4ab91fca8a1,False
35751049,11345301,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x6bcf67ca09a8522d336497677db003371784473f,False
37413421,11677288,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x840da6e6988bcd645cf1c56e623ddee1f3636c43,False
35333349,11258759,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xe7b270950469bf05b620e3cb8963a318f672a851,False
40061385,12264185,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x3b48a3e888b0d30792988d824e51a884d70d7b31,False
43830750,12617906,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x3d77979674ba1f3723c0f6d11261889cc960e5e0,False
41850750,12494687,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0x11877f1aa8e0d6938cfaa5ec9aa5563d89a0e55d,False
44226270,12639982,0x0000000000b3f879cb30fe243b4dfee438691c04,0x495eb92b85c86ebc5b341735941426a31e87b538,False
25183033,9924779,0x0000000000b3f879cb30fe243b4dfee438691c04,0x685cf4c579ea169112e2d61cc61576aeaa95f105,False
11696285,6941291,0x0000000000b3f879cb30fe243b4dfee438691c04,0x23cdd1019e7d321ae393dbd97147395260d53bd7,False
22253562,9574907,0x0000000000b3f879cb30fe243b4dfee438691c04,0x330f92d0d97966cfb4be01654caa36995112bc4d,False
33169337,11080983,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x688c193b81d5ab2bd1fd4bdf8fb9eee356336ecd,False
39094591,12083113,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xb7882d3f24cbffb63267ecb27d56151b81d03aa7,False
39730469,12214438,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x1d3301c8d0fb55fa8c8c6cb290ae68f2b00d5fcb,False
30822241,10823045,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xe4c23744cac4342210970cc8d6be32469e41535c,False
37240109,11640247,0x982e49cb023bbdbdc7d5dd8b867fc83cb2c0def4,0x4b501402c058bfdcc59ef21d6796a9696146afda,False
38769760,11982736,0x000000000000006f6502b7f2bbac8c30a3f67e9a,0x2f3f4f1e73ec36cc2b7b753b0fd3a34a9b568005,False
20862692,9256438,0x0000000000b3f879cb30fe243b4dfee438691c04,0x579298d3eac907eb7927df142ce150c1f604abf0,False
21341881,9352723,0x0000000000b3f879cb30fe243b4dfee438691c04,0xac56cf7192dfe65cf070495bc0779bed958eaab8,False
27045997,10351338,0x0000000000b3f879cb30fe243b4dfee438691c04,0xb14671182a63a37010a478fbfcecebb662857da5,False
36423456,11397881,0x0000000000000eb4ec62758aae93400b3e5f7f18,0x85bfd5622aab452ab2963d9f79088de86a3939c1,False
35242080,11253782,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x56170aca116ff10e514182e665c5d6712b05bf5f,False
25343222,9963060,0x485b9a41e8bf06e57bb64c6ba7cb04f9d53d2d76,0x66342ce265383e88608a339fb23fe7ec5df999b9,False
9706517,6744111,0x4f01001cf69785d4c37f03fd87398849411ccbba,0x088de1afe655533591252344fab245265c2ed526,False
35044290,11238595,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xb2f78ba4cdc93cb59c2392d1388bdf6dc159f5ee,False
30326899,10752076,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xef1c207460a56cc2b0a3746c362b2d46260fe387,False
22706424,9645862,0x0000000000b3f879cb30fe243b4dfee438691c04,0x8dcd727774a57f0f78d6ee7d9afab94260b3cde5,False
43204746,12578688,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x284e50dbeb90295d91ca8aa9ef3f573e3c353c5f,False
29781964,10712555,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xbb2fd0322630777ed40d6ca462a5f716b1bc14f7,False
15639828,7805113,0x0000000000b3f879cb30fe243b4dfee438691c04,0x82485be1c76ad4ff698c0f565ba0e77e1c36f69c,False
20104426,9130232,0xf6874c88757721a02f47592140905c4336dfbc61,0x2c56958d8782b24c813a6b561cb33cfb96fe7a4b,False
28343057,10538125,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xe0584a2f4a3b72d39797eedaf22dd28e65e54eb1,False
29722751,10709582,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x6892c12b9078962eb21d2e2baac1a5a76ba9a7ce,False
43451321,12591087,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x2cf761d5fe44b2f107c82ff444973a5a0cbd6240,False
11553700,6933771,0x0000000000b3f879cb30fe243b4dfee438691c04,0x07620ab1c196e389335f48795ed312d1f8bb1840,False
40447656,12306212,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0x4ba9e93effc6c3f13138039f42f362c7137f9fcf,False
33962518,11140398,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x2cc02efd1df30bffc5b2258e904bdf7f0f4df669,False
10324505,6813962,0x0000000000b3f879cb30fe243b4dfee438691c04,0xe9366aa6d250973c979da4b55682936cdb016ea6,False
28383506,10550415,0x000000000000006f6502b7f2bbac8c30a3f67e9a,0x6565e7176fcf0c547e69ffdac2fc13586a4420d7,False
13642951,7344743,0x0000000000b3f879cb30fe243b4dfee438691c04,0x23ee6dbcd1cadc61a78c621c07c847563a0e41ad,False
32908461,11071628,0x0000000000b3f879cb30fe243b4dfee438691c04,0x3254c0379e7cc916530d457b9b32e40dbbd0ab25,False
14342102,7503852,0x0000000000b3f879cb30fe243b4dfee438691c04,0x7b3519c3e9000325a87e40b8ef89ed758fc18652,False
22323583,9584744,0x0000000000b3f879cb30fe243b4dfee438691c04,0x200e32ab6ae58180aaa382402b44326a59268968,False
31369360,10928468,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xbdf2c97f5172ce4d4b869a4f608b47408e0d97bc,False
3773850,4802344,0x0000000000b3f879cb30fe243b4dfee438691c04,0x2c7a1ae3aa431878be2397caedd542c3efc48689,False
27525219,10401747,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x0d07936aed917d68671af5bc23f89a16d18450e2,False
34858951,11227947,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xb5f1a972ba00f919a8110cef8d18cf126716a47f,False
14686393,7575938,0x0000000000b3f879cb30fe243b4dfee438691c04,0xb189712da4b20da615a5ce7d07c55624590b4d19,False
24421663,9807082,0x0000000000b3f879cb30fe243b4dfee438691c04,0xf0430a7a36ddb86d967634663a7ec50615856f71,False
22825749,9666477,0x0000000000b3f879cb30fe243b4dfee438691c04,0xaba826f9e29eb26dca2e70d12e0372c9d06b3c87,False
14616584,7563400,0x0000000000b3f879cb30fe243b4dfee438691c04,0xeb39df30d6cd5513e7338153107aa1042c15c774,False
22512441,9611810,0x0000000000b3f879cb30fe243b4dfee438691c04,0x36c6680a06e369db5f68123a0439a1de47a0597c,False
41181478,12376741,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x4162201b17665b618b4bee2b1ab2a55247bc8104,False
39681436,12208685,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x14f720dcd6f2c084bf5c81eea0ac40d362b9b675,False
35725241,11344875,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xc14e3f7dbaad69cff5c0d9ca7ddcf879b538f8c2,False
34291806,11183774,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xdef9562bb4c788e3284c3cd86e6f7e9f8411b392,False
34521921,11206005,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x4f98fb9c2138a0ebe706b45cfe5789df9e3efa72,False
33167111,11080951,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x711145393b49a40b60d4c6072159d0fa39d932c8,False
45978795,12821060,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x5425ea610f7257a433276258760ac7a2268a32ef,False
37148742,11614025,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xedade2e86afb7a51e043cf936079c0929d4c7dbf,False
23853175,9741895,0x0000000000b3f879cb30fe243b4dfee438691c04,0xdb02bf0935a95c2e8b15dc18314b8f4f74cefcb1,False
43626937,12604972,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x4ea59bc6e3c353fb443c8694844bb2994f3ae5e9,False
40160542,12289261,0xa24787320ede4cc19d800bf87b41ab9539c4da9d,0x0387675cd9511592237e7cc4d76570dd06a4ddc6,False
44100728,12629474,0x2971adfa57b20e5a416ae5a708a8655a9c74f723,0x5a056c14b2e3d2a643446f7dea98f1bfa7a0e5da,False
31711119,10968324,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xf55238a1c4007c860d7a3c706d5952f62281f822,False
36921091,11525110,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x9e642cc7f6cac39b81014c817f169c58a4f8de4c,False
22263443,9575601,0x0000000000b3f879cb30fe243b4dfee438691c04,0xe2eeadc3f5b27a7808207b91a84530c7df588ae5,False
31038363,10855953,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xa4cab830af2f7e6bea846aac556985f747e6d763,False
33563551,11118056,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x594950fd7211fcacde7baab64b8fbfd4d1bc710a,False
33916377,11134909,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xfe4aa1c9031626f29222b89385dc5ff698d814ee,False
45003729,12710542,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x05e89916b55d90a2eebe82d34154fe0a800be85c,False
27634281,10410109,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xb66ddbadab7c0c2b316bfef7772e2fbe0520a383,False
45156480,12715246,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xda6d87c37ba2592675cddac44eff881c95dbf141,False
32806010,11068939,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xa7edc06b1808b0e1a6edaa326eb0f0dcb7353d9d,False
30297226,10747537,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xea5e2322a6a2891a52765896c750f682aeaa0b74,False
26400962,10223004,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x59c7c5c5e4738d7b0ac04969243a707825ea049e,False
33119999,11078040,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x8d28b1bc19d463e36c1000a52b8cd0b863e64fd4,False
43370764,12585135,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x4516643c2c021a0c5ea6131c4b2cf9e4b7a6feed,False
9833323,6760284,0x4f01001cf69785d4c37f03fd87398849411ccbba,0xb43745f04d561e63e71c8135f6a3fa1dc19ba51e,False
42473437,12537033,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0x58765b865cebd4dcfce5e764d2748cf2e8bf3739,False
34446925,11193133,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x54bf6b69f0c16decbd0083cc352ce7859331fa63,False
45805406,12789589,0xf6874c88757721a02f47592140905c4336dfbc61,0x1719ecd8f741b6140ee022ff76b672f16133ca47,False
40555458,12308206,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0x532b4638df256e7e6165af3f92142211e168c89b,False
29277169,10665743,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x56a87c841402cfb1eb9190078fcfc8d1ddc1fa0f,False
23000570,9674147,0x0000000000b3f879cb30fe243b4dfee438691c04,0x410a202bcdbe62af742d94a4e9bc9ac3de722439,False
23267339,9688412,0x0000000000b3f879cb30fe243b4dfee438691c04,0x0e1f4e480a07d8c625109d8e123821dab11766c7,False
42091919,12514571,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x97fef735d978db8d5479364c47171b8758c298d6,False
34763560,11219697,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xda89cc2d21d35a19d1d9d560e4e0394a467a522d,False
41331105,12414269,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x109c887c52bf610eddaf449cdc82a44328130bee,False
24038676,9757562,0x0000000000b3f879cb30fe243b4dfee438691c04,0xdf31f698e3293c01a27f7024222f03c5c8ce478e,False
26796331,10308574,0x0000000000b3f879cb30fe243b4dfee438691c04,0x7f3666ec744f42f1ca3e0f1cfdbae302068369c5,False
20902428,9258292,0x0000000000b3f879cb30fe243b4dfee438691c04,0x5673d35ff5b8b3757418de52012b9160e47ca3df,False
45039807,12712584,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xe504581199ce57fa28971457d2e4886a4b02b4e9,False
23279954,9689525,0x1522900b6dafac587d499a862861c0869be6e428,0x21108ad91f3a2dd8401f0cc360cb32b10c5f5738,False
35238689,11253744,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x417abc1e407ae3bdcf003cd39ae7d6e6d8487c02,False
43326817,12582580,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xebc28632ea0219a3618d2d8fac4a5e2792f7fe36,False
44741286,12689859,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x0bbe38773c65f212a5d869a31558188606086044,False
18130494,8606906,0xf6874c88757721a02f47592140905c4336dfbc61,0x43364708faf546f702b4608bd9ca135e36ea5c03,False
29599316,10687866,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x492ae80a6c90ad7d803881c583288ee91606ae49,False
31000968,10852117,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x17c3e8c5c3f73c56b2e8af0a2154def017d2d5dd,False
42469508,12536650,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0x223b019556aed7e6645681a2ad7f3e0804e7b033,False
31838418,10979859,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x3e2f7f139f0e7df10868ef4d5d3ea7308ac53232,False
40745053,12324088,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x5084a391c92274a20a81196ca0a84a72b697cab3,False
29157376,10655155,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xad67981d5a8fb2c9f234d01d66469a9d82d3a3f7,False
22996994,9673983,0x0000000000b3f879cb30fe243b4dfee438691c04,0x1ceb55374554b70dea1c042a4c136cbe85d12e01,False
24550736,9824320,0xf6874c88757721a02f47592140905c4336dfbc61,0xabb99f70fca19ae00d05f9611166bee505f08d36,False
24930602,9866655,0x0000000000b3f879cb30fe243b4dfee438691c04,0xb0e7d9daf41fb01857cbf0a47339b3cee822dad7,False
15261638,7674035,0x0000000000b3f879cb30fe243b4dfee438691c04,0x79807650795920d6351ff10c1d91690af3087ba7,False
36014452,11351507,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xef0075a2ea74bf355035a0883624d13ed7afe685,False
29366081,10668941,0x0000000000b3f879cb30fe243b4dfee438691c04,0x89a8426ec3050173c05886cae02510a69c1bc512,False
45590127,12758091,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xa432d27c48e2b3449b20b596147803e9dac17d4c,False
35273703,11256638,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xb63008ef6188288224a56e7e316295e221debdf6,False
33764826,11126779,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x201b93ffd00a1e82d6730c8f171b54eb5d30b0f9,False
23162390,9679915,0x0000000000b3f879cb30fe243b4dfee438691c04,0x6d21924c1e8054a94a6991d5338890c917aef710,False
22338068,9586041,0x0000000000b3f879cb30fe243b4dfee438691c04,0xdad816a2279519ca65eea6d4d69687c7ce8be2a9,False
4135383,4872980,0x4f01001cf69785d4c37f03fd87398849411ccbba,0x4949b68224dfd81be0218370e0f0e95ec40ade5c,False
31596464,10944727,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x5b9ea437151bf70f34bcb50c9e56cbacacf9a428,False
32264974,11026210,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x3f315ade8f21305ec8e687fb0219498012c3baa7,False
43400268,12585773,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0x25e44b4f92548b9f7ea9a18bd1728e454a4dae65,False
20232332,9157345,0x0000000000b3f879cb30fe243b4dfee438691c04,0xcc95991ebea95abac281cf7ae969a3e2de5d1e33,False
39071579,12080348,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xddfc6c397eb85255cc8bb8485503e4b7919f5c28,False
31031723,10855773,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x42b2075b7f44586d2fe2aa4ae4ea97d367fc911c,False
20137046,9138362,0x0000000000b3f879cb30fe243b4dfee438691c04,0x736bf01130faa9d2d52a446a8434fd1c12d718e9,False
28803991,10597764,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x3538ce558434e588e7b7721a9f5b579c0199b7dc,False
30350047,10753822,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x0088eb840947c98eee1ecd51b0d59890c83909fe,False
23194074,9684427,0x0000000000b3f879cb30fe243b4dfee438691c04,0xeacd4eb21d05837d68f1990196dde177a2b61733,False
3923086,4825692,0x0000000000b3f879cb30fe243b4dfee438691c04,0x00efbb1e4b1ab9fe3c8ef9f25a4a1f88946a4bdb,False
33538381,11117033,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xb6803369ffb083d5c6dea0d69369e0970ec72fa1,False
3420952,4751962,0x0000000000b3f879cb30fe243b4dfee438691c04,0x6e5f7b0fd532623f919854fbe9a8696a1dad1b38,False
13863812,7376987,0x0000000000b3f879cb30fe243b4dfee438691c04,0x0ae5e6f4d564a98f32a2668b20ada6db0ba41437,False
42883156,12571220,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x67148be65d62830ab4bf847d4f27659310e22433,False
26693129,10298576,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x3c79947dc9c2a7dc39ed93c8880812f1b073bfd4,False
35122606,11243234,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x07ac13d6d54d4ba6b51cabb4946da112d3397ddc,False
36201443,11358134,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x84c2e92938c8a65ef227913f2c662e879d268ee9,False
44671707,12675684,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x921e3a674cb9a23565d65cc14df935cc541b3746,False
30590531,10809431,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x304c763deffb4f70851d0b2deb869b0f18ddf359,False
45292901,12733265,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x7d569c3257483b20e173ddfddb15d94b6fa8c401,False
35729755,11344964,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0x2ca30cd29d8088e79f886dabcae31586733a7149,False
34941832,11235596,0x2a549b4af9ec39b03142da6dc32221fc390b5533,0xcd14d1bd4fe850f312740539e21426eb62d0c496,False
41412211,12433354,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x375f34afbd0aaac5bb98c4471ccbf6aa4d8f241d,False
35117010,11242754,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0xcc06393c780651953c9bcec6e3bf8e4a835be999,False
