address,isERC20,type
0x58b6a8a3302369daec383334672404ee733ab239,True,1
0xf293d23bf2cdc05411ca0eddd588eb1977e8dcd4,True,1
0xad5fe5b0b8ec8ff4565204990e4405b2da117d8e,True,1
0x0e69d0a2bbb30abcb7e5cfea0e4fde19c00a8d47,True,1
0xaf1250fa68d7decd34fd75de8742bc03b29bd58e,True,1
0xee4458e052b533b1aabd493b5f8c4d85d7b263dc,True,1
0xdf1d6405df92d981a2fb3ce68f6a03bac6c0e41f,True,1
0x6fb3e0a217407efff7ca062d46c26e5d60a14d69,True,1
0x8e1b448ec7adfc7fa35fc2e885678bd323176e34,True,1
0xdc7836bc6c84c51275365e337fd147db2dc7b3c3,True,1
0x31f3d9d1bece0c033ff78fa6da60a6048f3e13c5,True,1
0x48f07301e9e29c3c38a80ae8d9ae771f224f1054,True,1
0xb9ef770b6a5e12e45983c5d80545258aa38f3b78,True,1
0xff56cc6b1e6ded347aa0b7676c85ab0b3d08b0fa,True,1
0xea26c4ac16d4a5a106820bc8aee85fd0b7b2b664,True,1
0x2f2ad6954d99ea14fa145b9ab0fb6ba5ac32c0ee,True,1
0xaad54c9f27b876d2538455dda69207279ff673a5,True,1
0x5d4abc77b8405ad177d8ac6682d584ecbfd46cec,True,1
0x5d0fa08aeb173ade44b0cf7f31d506d8e04f0ac8,True,1
0x60be88dd72f03c91fb22eef7af24c2e99db58530,True,1
0x589891a198195061cb8ad1a75357a3b7dbadd7bc,True,1
0x446c9033e7516d820cc9a2ce2d0b7328b579406f,True,1
0x4e15361fd6b4bb609fa63c81a2be19d873717870,True,1
0xcf6afbb480351a27950f96923094a0ce1559cc26,True,1
0xad22f63404f7305e4713ccbd4f296f34770513f4,True,1
0xdb25f211ab05b1c97d595516f45794528a807ad8,True,1
0xc719d010b63e5bbf2c0551872cd5316ed26acd83,True,1
0x7b0c06043468469967dba22d1af33d77d44056c8,True,1
0xfc05987bd2be489accf0f509e44b0145d68240f7,True,1
0x115ec79f1de567ec68b7ae7eda501b406626478e,True,1
0xff2b3353c3015e9f1fbf95b9bda23f58aa7ce007,True,1
0x32d74896f05204d1b6ae7b0a3cebd7fc0cd8f9c7,True,1
0x26fb86579e371c7aedc461b2ddef0a8628c93d3b,True,1
0xdf2c7238198ad8b389666574f2d8bc411a4b7428,True,1
0xb8105b0d4a9ae55658b418065fea4282a8d2e968,True,1
0x973e52691176d36453868d9d86572788d27041a9,True,1
0x6c114b96b7a0e679c2594e3884f11526797e43d1,True,1
0x67fe8dbf5ed0aa9d7a127e5e061d715a1eff3712,True,1
0x056dd20b01799e9c1952c7c9a5ff4409a6110085,True,1
0x03e3f0c25965f13dbbc58246738c183e27b26a56,True,1
0x7865af71cf0b288b4e7f654f4f7851eb46a2b7f8,True,1
0x9d03393d297e42c135625d450c814892505f1a84,True,1
0x7995ab36bb307afa6a683c24a25d90dc1ea83566,True,1
0x10086399dd8c1e3de736724af52587a2044c9fa2,True,1
0xe884cc2795b9c45beeac0607da9539fd571ccf85,True,1
0x4946fcea7c692606e8908002e55a582af44ac121,True,1
0xd8446236fa95b9b5f9fd0f8e7df1a944823c683d,True,1
0xb26631c6dda06ad89b93c71400d25692de89c068,True,1
0x40e45890dff79e7d533797d964e64a2c0121f49a,True,1
0x7d29a64504629172a429e64183d6673b9dacbfce,True,1
0x58959e0c71080434f237bd42d07cd84b74cef438,True,1
0x7869c4a1a3f6f8684fbcc422a21ad7abe3167834,True,1
0x5c523d6abe17e98eaa58c2df62a6ec9162f3b9a1,True,1
0x5ca381bbfb58f0092df149bd3d243b08b9a8386e,True,1
0x54f0e3b0d7ccbb65e56d166350aa86f7e71ce20b,True,1
0xff0e5e014cf97e0615cb50f6f39da6388e2fae6e,True,1
0x25caf15e1cc43e7bfa9853a68de463bfb0d27021,True,1
0x9469d013805bffb7d3debe5e7839237e535ec483,True,1
0x056fd409e1d7a124bd7017459dfea2f387b6d5cd,True,1
0x48ec5680eb030356ff12ad82be1433a6992fffe7,True,1
0x7a94edacea312198fba1142b3ef26bdd4f910d4c,True,1
0x9f284e1337a815fe77d2ff4ae46544645b20c5ff,True,1
0x8207c1ffc5b6804f6024322ccf34f29c3541ae26,True,1
0x1d287cc25dad7ccaf76a26bc660c5f7c8e2a05bd,True,1
0x65c0469fa7a3ceb8130598e90f5f76c11b7e51aa,True,1
0xd29f0b5b3f50b07fe9a9511f7d86f4f4bac3f8c4,True,1
0x159cf1e9ae58211b588f5e3bf1d7e423952d959b,True,1
0x868ab6c9e560ff70584b9770d1bd1b961ad09d82,True,1
0x3506424f91fd33084466f402d5d97f05f8e3b4af,True,1
0x27d16a670bec2e2db9e0ca367aaee6758d2cb3c7,True,1
0x2157a7894439191e520825fe9399ab8655e0f708,True,1
0xd4ca5c2aff1eefb0bea9e9eab16f88db2990c183,True,1
0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,True,1
0x1822126feedb4c7d61eecdbe3682fe61e91383d6,True,1
0x4dd672e77c795844fe3a464ef8ef0faae617c8fb,True,1
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,True,1
0x4b7ad3a56810032782afce12d7d27122bdb96eff,True,1
0xebd9d99a3982d547c5bb4db7e3b1f9f14b67eb83,True,1
0x5d858bcd53e085920620549214a8b27ce2f04670,True,1
0x04abeda201850ac0124161f037efd70c74ddc74c,True,1
0xb7c4a82936194fee52a4e3d4cec3415f74507532,True,1
0x8c15ef5b4b21951d50e53e4fbda8298ffad25057,True,1
0x5cf04716ba20127f1e2297addcf4b5035000c9eb,True,1
0xeed3ae7b0f8b5b9bb8c035a9941382b1822671cd,True,1
0x4a57e687b9126435a9b19e4a802113e266adebde,True,1
0x3db6ba6ab6f95efed1a6e794cad492faaabf294d,True,1
0xc77b230f31b517f1ef362e59c173c2be6540b5e8,True,1
0x4f9254c83eb525f9fcf346490bbb3ed28a81c667,True,1
0xf9e5af7b42d31d51677c75bbbd37c1986ec79aee,True,1
0x9aab071b4129b083b01cb5a0cb513ce7eca26fa5,True,1
0x1a1fdf27c5e6784d1cebf256a8a5cc0877e73af0,True,1
0x73f2651ea38d48b3b808ffddbd398fd600ab5ba7,True,1
0xc96df921009b790dffca412375251ed1a2b75c60,True,1
0x8290333cef9e6d528dd5618fb97a76f268f3edd4,True,1
0x9d86b1b2554ec410eccffbf111a6994910111340,True,1
0x4e3856c37b2fe7ff2fe34510cda82a1dffd63cd0,True,1
0x037a54aab062628c9bbae1fdb1583c195585fe41,True,1
0xed6b0dc3aa8de5908ab857a70cb2ff657d9b6c5d,True,1
0x0488401c3f535193fa8df029d9ffe615a06e74e6,True,1
0x871baed4088b863fd6407159f3672d70cd34837d,True,1
0xead7f3ae4e0bb0d8785852cc37cc9d0b5e75c06a,True,1
0x2f5e2c9002c058c063d21a06b6cabb50950130c8,True,1
0x94fc5934cf5970e944a67de806eeb5a4b493c6e6,True,1
0xdf49c9f599a0a9049d97cff34d0c30e468987389,True,1
0x20910e5b5f087f6439dfcb0dda4e27d1014ac2b8,True,1
0xf25c91c87e0b1fd9b4064af0f427157aab0193a7,True,1
0xf1290473e210b2108a85237fbcd7b6eb42cc654f,True,1
0x40d52577830e01aaefa80659aa90ee8b34685f4e,True,1
0x082582c4271f3f6dd5f4306cbcac822076516c53,True,1
0xe5a3229ccb22b6484594973a03a3851dcd948756,True,1
0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,True,1
0x7788d759f21f53533051a9ae657fa05a1e068fc6,True,1
0x7de91b204c1c737bcee6f000aaa6569cf7061cb7,True,1
0x5d285f735998f36631f678ff41fb56a10a4d0429,True,1
0xa31b1767e09f842ecfd4bc471fe44f830e3891aa,True,1
0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,True,1
0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9,True,1
0xba50933c268f567bdc86e1ac131be072c6b0b71a,True,1
0xb8c6ad2586bb71d518c2aaf510efe91f82022f58,True,1
0xfee7eeaa0c2f3f7c7e6301751a8de55ce4d059ec,True,1
0x5dba7dfcdbfb8812d30fdd99d9441f8b7a605621,True,1
0x2781246fe707bb15cee3e5ea354e2154a2877b16,True,1
0x2822f6d1b2f41f93f33d937bc7d84a8dfa4f4c21,True,1
0xb541d28b938a063b9cc99de209b91a2824e1db2f,True,1
0x000c100050e98c91f9114fa5dd75ce6869bf4f53,True,1
0xb705268213d593b8fd88d3fdeff93aff5cbdcfae,True,1
0x6c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e,True,1
0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,True,1
0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,True,1
0x39aa39c021dfbae8fac545936693ac917d5e7563,True,1
0x9cec686ba6f07d6135b2091140c795166ef5b761,True,1
0x23b608675a2b2fb1890d3abbd85c5775c51691d5,True,1
0xe66747a101bff2dba3697199dcce5b743b454759,True,1
0x746dda2ea243400d5a63e0700f190ab79f06489e,True,1
0x8762db106b2c2a0bccb3a80d1ed41273552616e8,True,1
0xc175e77b04f2341517334ea3ed0b198a01a97383,True,1
0x6febdfc0a9d9502c45343fce0df08828def44795,True,1
0xfc82bb4ba86045af6f327323a46e80412b91b27d,True,1
0x193408ca0576b73156ed42a2ea7d6fd3f6507162,True,1
0xd7c49cee7e9188cca6ad8ff264c1da2e69d4cf3b,True,1
0xe1bad922f84b198a08292fb600319300ae32471b,True,1
0xb149d8c556d888785ad13adb67ed29dc64edcd71,True,1
0xe1432c1e80019d1f5b82d715aae3edfcd44b9cd8,True,1
0xde7d85157d9714eadf595045cc12ca4a5f3e2adb,True,1
0x048fe49be32adfc9ed68c37d32b5ec9df17b3603,True,1
0x93065b5c7eb63333b8e57a73012d25f687895785,True,1
0x13339fd07934cd674269726edf3b5ccee9dd93de,True,1
0x164f0c960c164f8988a556b4eb86d3a696b8e7f0,True,1
0xddb3422497e61e13543bea06989c0789117555c5,True,1
0xdb7eab9ba6be88b869f738f6deeba96d49fe13fd,True,1
0x53360799ab5f7d622f23dc50a7bf38a8d6b233f6,True,1
0x0a50c93c762fdd6e56d86215c24aaad43ab629aa,True,1
0xc11b1268c1a384e55c48c2391d8d480264a3a7f4,True,1
0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c,True,1
0x4c14114c107d6374ec31981f5f6cc27a13e22f9a,True,1
0xdf574c24545e5ffecb9a659c229253d4111d87e1,True,1
0x36a28c7c9b3dea22f07f4df67833cbe764feeeb4,True,1
0xeb498a631c3910c4e8623cdf70257dbbaffe51d0,True,1
0x7e24d224f4e838430045d803dc8cd2bd04bae9f0,True,1
0xf8146b5796135faa7929a5c0e91fd4bfcc01ab9e,True,1
0x431ad2ff6a9c365805ebad47ee021148d6f7dbe0,True,1
0xb38cdde2319e65488143fd43f283ef8035280d4b,True,1
0xe5caef4af8780e59df925470b050fb23c43ca68c,True,1
0xd18475521245a127a933a4fcaf99e8c45a416f7e,True,1
0x9b39a0b97319a9bd5fed217c1db7b030453bac91,True,1
0xaa7fb1c8ce6f18d4fd4aabb61a2193d4d441c54f,True,1
0x8b81c72924725a9e7fa016d5c0c35f07b16a70c0,True,1
0xe225aca29524bb65fd82c79a9602f3b4f9c6fe3f,True,1
0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,True,1
0x584936357d68f5143f12e2e64f0089db93814dad,True,1
0x4c133e081dfb5858e39cca74e69bf603d409e57a,True,1
0xd56dac73a4d6766464b38ec6d91eb45ce7457c44,True,1
0x12f649a9e821f90bb143089a6e56846945892ffb,True,1
0xd6a55c63865affd67e2fb9f284f87b7a9e5ff3bd,True,1
0x466912baa9430a4a460b141ee8c580d817441449,True,1
0x74271f2282ed7ee35c166122a60c9830354be42a,True,1
0xc12d1c73ee7dc3615ba4e37e4abfdbddfa38907e,True,1
0xdcfe18bc46f5a0cd0d3af0c2155d2bcb5ade2fc5,True,1
0x1f3f677ecc58f6a1f9e2cf410df4776a8546b5de,True,1
0xed04915c23f00a313a544955524eb7dbd823143d,True,1
0x5864c777697bf9881220328bf2f16908c9afcd7e,True,1
0xb19977b23b40d59254b8f5a0bdb67076b4fa0bc6,True,1
0xb982fad15538647743b983f4aa5deaf8266e0d67,True,1
0xba11d00c5f74255f56a5e366f4f77f5a186d7f55,True,1
0xcf7d119bcb6822283003adc7c1a40e9ae7097b75,True,1
0xd1ef9a7310d0806855c672288ef5a1bab62cef33,True,1
0x34950ff2b487d9e5282c5ab342d08a2f712eb79f,True,1
0x3d371413dd5489f3a04c07c0c2ce369c20986ceb,True,1
0xc051fc7cf2a8b6294f7ebbf16a5464ab72633c56,True,1
0x08d967bb0134f2d07f7cfb6e246680c53927dd30,True,1
0x3634e210739c09c7b215cc87a77318798884c903,True,1
0xb46ab66c039ca553bc25ea74b92dfea91a080f07,True,1
0xf9986d445ced31882377b5d6a5f58eaea72288c3,True,1
0xc074217362b223020596ed610fb26edfa095426f,True,1
0x40fd72257597aa14c7231a7b1aaa29fce868f677,True,1
0x78a52e12c7b63d05c12f9608307587cf654ec3d0,True,1
0x0f7f961648ae6db43c75663ac7e5414eb79b5704,True,1
0x3212b29e33587a00fb1c83346f5dbfa69a458923,True,1
0x3845badade8e6dff049820680d1f14bd3903a5d0,True,1
0xada62f7ccd6af6cacff04accbc4f56f3d4ffd4ef,True,1
0xa38519c7fad8686369d39fd8161e219d715a2994,True,1
0x74faab6986560fd1140508e4266d8a7b87274ffd,True,1
0xaf587a3d9de40a5ad63a3e54eb4fd304aaa9a254,True,1
0x6b175474e89094c44da98b954eedeac495271d0f,True,1
0xd7cc16500d0b0ac3d0ba156a584865a43b0b0050,True,1
0xcadb96858fe496bb6309622f9023ba2defb5d540,True,1
0xcd62b1c403fa761baadfc74c525ce2b51780b184,True,1
0x6bc1f3a1ae56231dbb64d3e82e070857eae86045,True,1
0xb1cd6e4153b2a390cf00a6556b0fc1458c4a5533,True,1
0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,True,1
0xac08809df1048b82959d6251fbc9538920bed1fa,True,1
0x0e5f00da8aaef196a719d045db89b5da8f371b32,True,1
0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,True,1
0x70d2b7c19352bb76e4409858ff5746e500f2b67c,True,1
0x4575f41308ec1483f3d399aa9a2826d74da13deb,True,1
0xc0f9bd5fa5698b6505f643900ffa515ea5df54a9,True,1
0x0316eb71485b0ab14103307bf65a021042c6d380,True,1
0x63120ccd7b415743e8753afd167f5ad4a1732c43,True,1
0x2fe39f22eac6d3c1c86dd9d143640ebb94609fce,True,1
0x3ee2eea2277df647fa3f9c0e7af684ec625f7c9a,True,1
0x9b53e429b0badd98ef7f01f03702986c516a5715,True,1
0x37236cd05b34cc79d3715af2383e96dd7443dcf1,True,1
0x9393fdc77090f31c7db989390d43f454b1a6e7f3,True,1
0x7c5d5100b339fe7d995a893af6cb496b9474373c,True,1
0x7bd6a4e7db3a34c485a8dd02b30b6565e3bbc633,True,1
0xfc1e690f61efd961294b3e1ce3313fbd8aa4f85d,True,1
0x4da9b813057d04baef4e5800e36083717b4a0341,True,1
0x9ba00d6856a4edf4665bca2c2309936572473b7e,True,1
0x71fc860f7d3a592a4a98740e39db31d25db65ae8,True,1
0x625ae63000f46200499120b906716420bd059240,True,1
0x7d2d3688df45ce7c552e19c27e007673da9204b8,True,1
0xe1ba0fb44ccb0d11b80f92f4f8ed94ca3ff51d00,True,1
0x3a3a65aab0dd2a17e3f1947ba16138cd37d08c04,True,1
0xa64bd6c70cb9051f6a9ba1f163fdc07e0dfb5f84,True,1
0x9d91be44c06d373a8a226e1f3b146956083803eb,True,1
0x71010a9d003445ac60c4e6a7017c1e89a477b438,True,1
0x7deb5e830be29f91e298ba5ff1356bb7f8146998,True,1
0x6fce4a401b6b80ace52baaefe4421bd188e76f6f,True,1
0x6fb0855c404e09c47c3fbca25f08d4e41f9f062f,True,1
0x328c4c80bc7aca0834db37e6600a6c49e12da4de,True,1
0xfc4b8ed459e00e5400be803a9bb3954234fd50e3,True,1
0xdc97fdaadcbc1c77525b8a1c981865bd2e0425aa,True,1
0x04fa0d235c4abf4bcf4787af4cf447de572ef828,True,1
0x740623d2c797b7d8d1ecb98e9b4afcf99ec31e14,True,1
0x89551b940e2a8ed8eccf509935bac9213fe30584,True,1
0xdfbc9050f5b01df53512dcc39b4f2b2bbacd517a,True,1
0x59bfc294028bb839ce9a0b9c6b3b89dcaf301645,True,1
0x467bccd9d29f223bce8043b84e8c8b282827790f,True,1
0x412d397ddca07d753e3e0c61e367fb1b474b3e7d,True,1
0x5caf454ba92e6f2c929df14667ee360ed9fd5b26,True,1
0x86eee0422322710866af89e9cae3f7383d55310a,True,1
0x7c8155909cd385f120a56ef90728dd50f9ccbe52,True,1
0xd3804bdd39fce95ab4fd5449bc40b94dbd1a303f,True,1
0x12d79c345cac7b050a5ff0797b5a607e254c73f5,True,1
0xb1a30851e3f7d841b231b086479608e17198363a,True,1
0xf4eda77f0b455a12f3eb44f8653835f377e36b76,True,1
